SYMBOL,SECURITY,BMK WT,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
090435 KS,Amorepacific Corp Pfd Krw500,0.03,Yes,N,90,26,93,100,93,52,44,Yes,"1,602","1,601",37.60,0,-2.6,26.1,,Vivian Lin Thurston,,
090430 KS,Amorepacific Corp,0.16,Yes,N,90,26,93,100,93,52,44,Yes,"14,436","6,748",37.60,0,-2.6,26.1,,Vivian Lin Thurston,,
097950 KS,Cj Cheiljedang Corp,0.05,,,90,79,71,91,81,24,63,,"4,071","1,881",12.33,0,10.6,12.4,,,,
FGV MK,Felda Global Ventures,0.01,,,91,93,72,47,90,76,94,,"1,381",479,4.86,0,10.8,31.2,,,,
GENP MK,Genting Plantations Bhd,0.01,,,92,88,94,39,72,53,44,,"1,985",504,0.96,0,5.3,21.3,,,,
004990 KS,Lotte Confectionery Co Ltd,0.02,,,92,87,77,87,67,23,43,Yes,"2,426",806,2.44,0,24.2,26.7,,,,
RADL3 BZ,Raia Drogasil Sa,0.11,Yes,O,92,39,100,90,71,4,49,Yes,"7,454","5,150",24.99,0,15.7,32.2,,Dan Su,,
TU TB,Thai Union Group Pcl,0.02,,N,93,82,61,99,85,44,54,Yes,"2,755","1,310",4.66,0,5.0,14.0,,Rita Spitz,,
CPF TB,Charoen Pokphand Foods Pub,0.05,,,97,96,66,88,98,86,80,Yes,"6,798","3,136",23.91,0,-7.7,15.1,,,,
005300 KS,Lotte Chilsung Beverage Co,0.02,,,97,91,67,100,69,54,68,Yes,"1,661",585,3.59,0,22.5,30.4,,,,
BRFS3 BZ,Brf Sa,0.12,Yes,N,98,83,88,99,97,54,94,Yes,"10,763","8,851",42.19,0,-20.8,20.5,,Vivian Lin Thurston,,
UNSP IN,United Spirits Ltd,0.05,,,100,92,100,84,56,35,80,,"5,648","2,253",24.84,0,39.4,48.0,,,,
,,,,,33,35,28,49,75,53,65,,,,,,13.8,,,,,
1088 HK,China Shenhua Energy Co-H,0.17,,N,2,13,8,13,45,49,64,,"48,791","8,337",59.21,0,52.9,9.7,,William DeAllaume,,
TOP TB,Thai Oil Pcl,0.04,,NO,2,31,7,7,49,86,71,,"5,553","1,743",13.00,0,32.3,10.8,,Quant Intl,,
PGN PW,Polskie Gornictwo Naftowe I,0.06,,N,4,20,14,12,56,33,80,,"10,395","2,923",4.74,0,39.2,11.1,,William DeAllaume,,
TUPRS TI,Tupras-Turkiye Petrol Rafine,0.08,,O,4,34,12,12,23,32,84,,"8,249","4,042",28.32,0,63.3,9.5,,William DeAllaume,,
MOL HB,Mol Hungarian Oil And Gas Pl,0.08,,N,5,20,17,19,54,78,74,,"9,289","4,533",7.34,0,24.4,8.2,,William DeAllaume,,
IOCL IN,Indian Oil Corp Ltd,0.08,,N,6,21,12,30,63,64,74,,"32,044","4,535",39.05,0,25.3,10.0,,William DeAllaume,,
PKN PW,Polski Koncern Naftowy Orlen,0.18,,N,6,16,7,61,36,82,86,,"12,671","9,184",22.82,0,48.0,10.7,,William DeAllaume,,
TRNFP RM,Transneft Pjsc Rub1 Prf(rub),0.03,,,7,41,8,6,89,61,50,,"4,655","4,655",12.90,0,-6.3,5.0,,,,
PTT TB,Ptt Pcl,0.25,,NO,7,19,9,37,82,40,34,,"33,674","13,072",45.30,0,15.0,10.3,,William DeAllaume,,
386 HK,China Petroleum & Chemical-H,0.38,,NO,7,15,2,75,78,73,49,Yes,"104,553","18,242",63.27,0,10.6,10.6,,William DeAllaume,,
LKOH RM,Lukoil Pjsc,0.42,,,8,22,1,85,97,38,64,,"41,762","32,701",,,-13.3,,,,,
UNTR IJ,United Tractors Tbk Pt,0.07,Yes,N,10,4,44,10,48,30,45,,"8,261","3,346",7.55,0,41.6,13.7,,Anil Daka,,
135 HK,Kunlun Energy Co Ltd,0.06,,N,11,23,23,32,55,19,50,,"7,777","2,950",10.95,0,31.2,11.6,,William DeAllaume,,
078930 KS,Gs Holdings,0.06,,,11,60,5,18,39,55,78,,"5,695","4,382",16.08,0,47.0,6.5,,,,
HPCL IN,Hindustan Petroleum Corp,0.09,,N,11,27,16,30,64,77,80,,"10,685","5,002",32.67,0,42.5,10.6,,William DeAllaume,,
LTS PW,Grupa Lotos Sa,0.03,,N,14,47,7,41,42,47,89,,"2,639","1,235",4.28,0,47.1,9.3,,Quant Intl,,
CSAN3 BZ,Cosan Sa Industria Comercio,0.04,,,14,14,22,23,95,63,72,,"4,853","1,828",14.92,0,-1.1,12.3,,,,
ADRO IJ,Adaro Energy Tbk Pt,0.04,,N,14,28,26,18,79,50,67,,"4,459","1,909",4.26,0,10.0,12.2,,William DeAllaume,,
PTTEP TB,Ptt Explor & Prod Public Co,0.07,,NO,15,26,9,54,91,42,53,Yes,"10,209","2,707",20.68,0,0.6,11.9,,William DeAllaume,,
BPCL IN,Bharat Petroleum Corp Ltd,0.12,Yes,N,16,20,34,29,77,61,58,,"17,263","5,829",31.77,0,24.6,10.6,,William DeAllaume,,
6505 TT,Formosa Petrochemical Corp,0.09,,N,17,2,31,33,80,43,79,,"32,387","4,028",14.29,0,6.0,18.0,,William DeAllaume,,
SNGS RM,Surgutneftegas Ojsc,0.06,,,18,28,9,53,95,78,66,Yes,"16,034","15,968",,,-11.1,3.8,,,,
SNGSP RM,Surgutneftegaz Rub1 Prf(rub),0.07,,,18,28,9,53,95,78,66,Yes,"3,766","3,766",,,-11.1,3.8,,,,
ONGC IN,Oil & Natural Gas Corp Ltd,0.06,,N,18,12,5,83,97,53,37,Yes,"31,907","4,168",20.87,0,-7.9,7.8,,William DeAllaume,,
EXX SJ,Exxaro Resources Ltd,0.04,,,18,42,16,20,83,72,82,,"2,816","1,676",11.85,0,30.8,8.7,,,,
NVTK LI,Novatek Pjsc-Spons Gdr Reg S,0.19,,,19,10,31,23,97,69,52,,"32,185","32,185",8.77,0,-21.0,8.2,,,,
TATN RM,Tatneft Pjsc,0.20,,,20,7,8,89,83,47,33,Yes,"14,763","6,168",,,-2.4,6.4,,,,
DLG MK,Dialog Group Bhd,0.03,,,22,32,74,3,45,9,41,,"2,555","1,436",5.02,0,31.4,25.2,,,,
096770 KS,Sk Innovation Co Ltd,0.20,,N,23,40,3,88,75,58,76,Yes,"14,230","7,804",44.49,0,29.9,7.3,,William DeAllaume,,
OGDC PA,Oil & Gas Development Co Ltd,0.02,,N,33,18,21,87,86,62,22,Yes,"5,951",891,4.74,0,-6.5,8.8,,Greg Scolaro,,
PETD MK,Petronas Dagangan Bhd,0.03,,,34,7,64,36,76,77,26,,"5,569","1,090",2.57,0,6.9,24.5,,,,
BANPU TB,Banpu Public Co Ltd,0.02,,,39,59,11,43,95,17,80,Yes,"2,577","1,819",30.13,0,-7.6,9.5,,,,
PETR4 BZ,Petrol Brasileiros Prf Npv,0.35,Yes,O,43,58,18,29,97,60,76,,"58,302","16,498",31.34,0,-16.8,9.9,,William DeAllaume,,
PETR3 BZ,Petrobras - Petroleo Bras,0.27,Yes,O,43,58,18,29,97,60,76,,"58,302","12,250",31.34,0,-16.8,9.9,,William DeAllaume,,
ECOPETL CB,Ecopetrol Sa,0.05,,N,46,26,13,99,80,21,79,,"18,867","1,764",4.57,0,2.9,8.1,,William DeAllaume,,
010950 KS,S-Oil Corp,0.09,,,47,46,43,63,36,71,64,,"11,568","3,498",27.94,0,45.7,10.2,,,,
883 HK,Cnooc Ltd,0.42,Yes,O,53,29,21,88,100,77,74,Yes,"51,796","18,416",70.12,0,-8.4,13.0,,William DeAllaume,,
ROSN RM,Rosneft Oil Co Pjsc,0.12,,,54,51,33,39,99,25,78,,"54,057","5,728",24.39,0,-20.8,6.2,,,,
UGPA3 BZ,Ultrapar Participacoes Sa,0.17,Yes,O,59,25,61,86,79,51,35,,"12,642","9,663",31.78,0,12.8,21.4,,William DeAllaume,,
1171 HK,Yanzhou Coal Mining Co-H,0.03,,,63,83,41,20,60,23,91,,"7,459","1,655",,,43.2,7.3,,,,
857 HK,Petrochina Co Ltd-H,0.26,,,64,29,42,93,97,20,78,Yes,"207,839","12,920",,,-11.8,17.4,,,,
COAL IN,Coal India Ltd,0.05,,N,65,2,28,99,100,65,47,Yes,"23,283","3,168",14.84,0,-5.3,11.3,,William DeAllaume,,
QGTS QD,Qatar Gas Transport(nakilat),0.03,,,65,49,25,75,100,69,74,Yes,"2,611","1,820",2.01,0,-17.3,9.6,,,,
GAZP RM,Gazprom Pjsc,0.42,,,68,57,11,96,99,82,70,Yes,"46,543","10,655",56.48,0,-17.4,3.5,,,,
COPEC CI,Empresas Copec Sa,0.12,,,68,56,73,59,39,45,45,,"16,593","5,020",6.12,0,28.1,23.9,,,,
RIL IN,Reliance Industries Ltd,0.64,,U,69,59,81,42,36,75,36,,"79,105","34,030",105.08,0,56.9,14.4,,,,
IRPC TB,Irpc Pcl,0.03,,,69,74,42,53,75,63,74,,"3,411","1,755",13.10,0,28.9,9.9,,,,
SAPE MK,Sapura Energy Bhd,0.03,,,81,70,61,75,86,61,76,Yes,"2,114",897,3.16,0,0.7,22.7,,,,
1898 HK,China Coal Energy Co-H,0.02,,,86,86,49,74,94,26,86,Yes,"10,825","1,035",11.15,0,3.5,10.9,,,,
EA TB,Energy Absolute Pcl,0.02,,N,90,53,99,69,72,15,76,,"3,926",801,7.70,0,30.9,21.0,,Greg Scolaro,,
2883 HK,China Oilfield Services-H,0.03,,N,95,76,93,77,96,52,93,Yes,"6,463","1,424",9.34,0,-8.2,36.3,,William DeAllaume,,
,,,,,25,37,27,48,33,47,39,,,,,,24.3,,,,,
055550 KS,Shinhan Financial Group Ltd,0.40,Yes,O,1,50,3,5,9,79,49,,"21,789","18,098",42.49,0,25.6,8.4,,Joel Gomberg,,
AKBNK TI,Akbank T.a.s.,0.13,,N,1,29,5,14,10,22,45,,"11,666","6,912",49.19,0,36.2,6.8,,Quant Intl,,
INL SJ,Investec Ltd,0.04,,NO,1,40,2,8,25,14,47,,"7,384","1,766",7.19,0,15.7,9.7,,Joel Gomberg,,
939 HK,China Construction Bank-H,1.43,,N,1,6,1,46,32,70,12,,"213,110","78,151",229.11,0,13.2,5.6,,Joel Gomberg,,
VAKBN TI,Turkiye Vakiflar Bankasi T-D,0.03,,N,1,42,8,2,2,16,69,,"5,054","1,286",27.56,0,63.0,5.2,,Quant Intl,,
001450 KS,Hyundai Marine & Fire Ins Co,0.05,,NO,1,38,2,10,13,42,59,,"3,690","2,258",8.91,0,58.0,8.4,,Quant Intl,,
1359 HK,China Cinda Asset Manageme-H,0.07,,NO,1,38,1,31,43,32,28,,"15,360","4,293",24.75,0,17.9,4.9,,Quant Intl,,
005830 KS,Dongbu Insurance Co Ltd,0.07,,N,1,25,5,15,21,33,55,,"4,870","2,829",10.87,0,39.3,8.4,,Daniel Hill,,
1288 HK,Agricultural Bank Of China-H,0.24,,NO,1,10,4,25,29,63,32,,"177,030","13,048",62.95,0,19.3,4.9,,Quant Intl,,
RECL IN,Rural Electrification Corp,0.03,,NO,1,13,1,84,9,61,46,,"4,709","1,550",26.89,0,55.5,4.8,,Quant Intl,,
GARAN TI,Turkiye Garanti Bankasi,0.14,Yes,O,1,11,3,8,9,20,47,,"12,874","6,941",113.19,0,42.7,6.5,,Joel Gomberg,,
POWF IN,Power Finance Corporation,0.02,,,1,17,1,90,42,25,38,,"4,806","1,162",15.80,0,10.8,4.5,,,,
3618 HK,Chongqing Rural Commercial-H,0.04,,N,1,6,1,15,30,57,29,,"6,654","1,798",4.96,0,31.8,4.7,,Daniel Hill,,
ISCTR TI,Turkiye Is Bankasi-C,0.07,,NO,1,36,2,5,1,36,45,,"9,692","3,073",31.14,0,54.3,5.9,,D.J. Neiman,,
SBER RM,Sberbank Of Russia Pjsc,0.63,,,2,25,4,23,50,36,55,,"62,563","29,824",133.75,0,1.8,5.6,,,,
2881 TT,Fubon Financial Holding Co,0.21,Yes,O,2,21,3,42,57,62,35,,"15,995","9,390",25.23,0,1.7,8.9,,Joel Gomberg,,
3988 HK,Bank Of China Ltd-H,0.80,,N,2,13,1,81,38,79,10,,"168,306","38,019",156.04,0,15.1,5.5,,Joel Gomberg,,
KTB TB,Krung Thai Bank Pub Co Ltd,0.04,,N,2,23,1,58,46,69,38,,"7,734","2,871",16.47,0,14.3,7.3,,Quant Intl,,
YKBNK TI,Yapi Ve Kredi Bankasi,0.02,,N,2,35,2,45,19,22,38,,"5,457",993,26.44,0,32.5,5.0,,D.J. Neiman,,
MAY MK,Malayan Banking Bhd,0.16,,N,2,28,20,11,2,64,41,,"23,697","8,152",28.06,0,27.5,12.7,,Quant Intl,,
3968 HK,China Merchants Bank-H,0.27,Yes,O,2,15,13,17,18,26,25,,"95,702","13,926",80.96,0,44.9,7.5,,Joel Gomberg,,
ADCB UH,Abu Dhabi Commercial Bank,0.08,,,2,19,3,53,31,78,24,,"10,402","3,898",4.07,0,11.7,8.3,,,,
1398 HK,Ind & Comm Bk Of China-H,1.07,Yes,O,2,6,1,70,32,77,3,,"292,567","56,075",216.92,0,21.9,5.9,,Joel Gomberg,,
2891 TT,Ctbc Financial Holding Co Lt,0.23,Yes,N,2,11,5,59,3,19,19,,"12,550","11,008",20.34,0,23.5,10.4,,Joel Gomberg,,
086790 KS,Hana Financial Group,0.26,,O,2,65,2,19,1,15,74,,"12,844","11,467",37.12,0,75.4,7.6,,Joel Gomberg,,
DIB UH,Dubai Islamic Bank,0.04,,O,2,19,3,47,32,66,38,,"8,087","4,678",4.93,0,14.8,8.4,,D.J. Neiman,,
2799 HK,China Huarong Asset Manage-H,0.05,,,3,27,1,59,58,51,71,,"16,273","2,792",9.07,0,16.9,4.1,,,,
5871 TT,Chailease Holding Co Ltd,0.06,,O,3,11,25,19,3,58,25,,"3,129","2,633",14.58,0,73.0,9.9,,Daniel Hill,,
MONET CP,Moneta Money Bank As,0.03,,O,3,18,5,35,42,100,29,,"1,790","1,790",4.47,0,24.8,12.1,,D.J. Neiman,,
2328 HK,Picc Property & Casualty-H,0.18,Yes,N,3,12,6,37,32,18,30,,"29,177","9,050",47.94,0,22.1,8.7,,Joel Gomberg,,
2892 TT,First Financial Holding Co,0.12,,NO,3,22,14,51,1,76,7,,"7,742","5,558",15.41,0,26.2,12.7,,Quant Intl,,
SANMEXB MM,Grupo Fin Santander-B,0.08,,O,3,22,10,23,29,46,10,,"14,580","3,618",5.76,0,41.9,13.1,,Joel Gomberg,,
139130 KS,Dgb Financial Group Inc,0.03,,O,3,51,1,39,6,51,33,,"1,686","1,473",5.72,0,27.8,5.5,,Daniel Hill,,
BBNI IJ,Bank Negara Indonesia Perser,0.08,,O,3,17,9,37,13,28,12,,"10,343","4,106",9.71,0,38.7,9.2,,D.J. Neiman,,
138930 KS,Bnk Financial Group Inc,0.05,,N,3,35,2,52,11,52,10,,"2,975","1,896",10.12,0,34.5,5.7,,Daniel Hill,,
OTP HB,Otp Bank Plc,0.19,Yes,O,4,26,24,7,23,48,62,,"11,224","8,687",16.42,0,30.6,11.6,,D.J. Neiman,,
DAMAC UH,Damac Properties Dubai Co,0.04,,N,4,9,7,56,24,92,50,,"6,457","1,794",6.07,0,73.3,6.9,,Alaina Anderson,,
998 HK,China Citic Bank Corp Ltd-H,0.11,,N,4,16,5,35,70,68,18,,"41,834","5,902",30.44,0,6.8,4.8,,Quant Intl,,
HBL PA,Habib Bank Ltd,0.02,,,4,10,2,81,38,52,25,,"2,997","1,375",5.10,0,-7.7,8.3,,,,
3328 HK,Bank Of Communications Co-H,0.13,,NO,4,14,4,46,62,88,9,,"62,079","5,255",21.68,0,7.5,5.3,,Quant Intl,,
TMB TB,Tmb Bank Pcl,0.02,,,4,32,9,14,41,25,36,,"3,085","1,070",7.74,0,26.9,9.3,,,,
BBRI IJ,Bank Rakyat Indonesia Perser,0.26,Yes,O,5,8,28,22,13,37,10,,"28,287","12,232",22.31,0,29.7,11.6,,Joel Gomberg,,
1339 HK,People's Insurance Co Grou-H,0.07,,,5,38,9,15,31,44,45,,"19,622","3,240",16.83,0,18.5,7.5,,,,
UBL PA,United Bank Ltd,0.02,,N,5,9,2,86,47,53,22,,"2,272",893,4.84,0,-10.5,8.0,,D.J. Neiman,,
SBK SJ,Standard Bank Group Ltd,0.33,,N,5,18,12,31,39,53,3,,"20,187","14,848",46.71,0,17.5,9.7,,Joel Gomberg,,
KOMB CP,Komercni Banka As,0.07,Yes,N,5,11,32,10,21,97,16,,"8,566","2,752",4.83,0,28.7,14.4,,Joel Gomberg,,
2318 HK,Ping An Insurance Group Co-H,0.85,Yes,O,5,23,30,16,13,24,47,,"149,883","40,288",324.14,0,48.0,11.8,,Joel Gomberg,,
ITSA4 BZ,Itausa Inv Itau Sa Prf Npv,0.25,,N,5,23,12,24,42,86,11,,"23,596","12,332",44.27,0,18.3,8.7,,Quant Intl,,
6818 HK,China Everbright Bank Co L-H,0.03,,,6,11,3,82,48,88,19,,"27,651",95,78.80,0,14.3,6.2,,,,
105560 KS,Kb Financial Group Inc,0.40,,NO,6,69,4,15,3,26,74,,"20,687","16,135",57.48,0,47.4,7.7,,Quant Intl,,
ITUB4 BZ,Itau Unibanco Hold Prf Npv,0.83,Yes,O,6,25,12,30,42,51,11,,"79,268","41,615",120.95,0,15.7,10.4,,Joel Gomberg,,
HALKB TI,Turkiye Halk Bankasi,0.05,,,6,54,6,20,6,11,62,,"5,190","2,537",53.52,0,60.1,4.5,,,,
2887 TT,Taishin Financial Holding,0.08,,NO,7,31,4,78,7,66,55,,"4,284","3,832",10.00,0,27.6,10.0,,Quant Intl,,
000810 KS,Samsung Fire & Marine Ins,0.16,Yes,N,7,15,22,25,39,45,53,,"11,908","10,809",23.00,0,16.9,11.7,,Joel Gomberg,,
088350 KS,Hanwha Life Insurance Co Ltd,0.03,,,7,51,8,13,21,13,72,,"5,676","2,381",15.55,0,27.3,10.1,,,,
PZU PW,Powszechny Zaklad Ubezpiecze,0.15,,,7,15,47,28,1,43,48,,"10,824","7,124",21.83,0,54.6,12.7,,,,
NED SJ,Nedbank Group Ltd,0.08,,NO,7,25,6,52,60,57,7,,"8,371","4,687",18.03,0,-0.2,8.2,,Quant Intl,,
SANB11 BZ,Banco Santander  Brasil-Unit,0.07,,,8,53,11,4,56,41,67,,"33,196","3,019",,,-4.9,11.4,,,,
CHILE CI,Banco De Chile,0.07,Yes,O,8,19,38,35,3,63,12,,"14,240","4,348",6.38,0,28.1,14.8,,Joel Gomberg,,
RMH SJ,Rmb Holdings Ltd,0.07,,O,8,1,13,41,61,59,2,,"7,186","2,937",7.87,0,3.1,10.8,,Joel Gomberg,,
BGA SJ,Barclays Africa Group Ltd,0.16,,NO,8,27,1,85,65,74,14,Yes,"9,645","7,467",81.94,0,-6.6,7.9,,Quant Intl,,
2882 TT,Cathay Financial Holding Co,0.26,,NO,8,38,11,33,17,52,34,,"19,926","11,165",23.10,0,13.5,12.0,,Quant Intl,,
1988 HK,China Minsheng Banking-H,0.11,,NO,9,14,9,46,83,81,11,,"43,182","5,491",36.32,0,-3.6,4.8,,Quant Intl,,
SAHOL TI,Haci Omer Sabanci Holding,0.05,,,9,44,8,31,24,38,19,,"6,050","3,923",21.23,0,20.0,5.9,,,,
PFBCOLO CB,Bancolombia Sa Prf Cop500,0.10,,N,10,37,18,24,17,29,12,,"10,343","2,502",7.34,0,27.9,9.8,,Joel Gomberg,,
3360 HK,Far East Horizon Ltd,0.03,,,10,39,1,70,77,40,21,,"3,271","1,513",2.14,0,2.0,5.7,,,,
000030 KS,Woori Bank,0.10,,,10,70,5,37,1,13,72,,"11,030","6,821",32.18,0,62.1,7.9,,,,
BCOLO CB,Bancolombia Sa,0.05,,N,10,37,18,24,17,29,12,,"10,343","2,857",7.34,0,27.9,9.8,,Joel Gomberg,,
005940 KS,Nh Investment & Securities C,0.04,,,10,78,3,11,9,5,72,,"3,524","1,449",14.08,0,55.6,12.0,,,,
SCB TB,Siam Commercial Bank Pub Co,0.15,,N,11,14,8,79,44,81,22,,"14,654","9,901",26.30,0,8.8,9.6,,Joel Gomberg,,
GFNORTEO MM,Grupo Financiero Banorte-O,0.36,Yes,O,11,23,22,45,26,24,5,,"19,862","19,838",34.86,0,39.5,13.2,,Joel Gomberg,,
IHFL IN,Indiabulls Housing Finance L,0.12,,O,11,29,22,52,6,25,25,,"7,784","4,231",26.58,0,94.9,11.9,,D.J. Neiman,,
FSR SJ,Firstrand Ltd,0.29,Yes,O,11,9,16,51,53,54,1,,"24,046","13,207",44.04,0,5.3,12.1,,Joel Gomberg,,
2884 TT,E.sun Financial Holding Co,0.11,,O,11,21,25,50,18,55,41,,"6,052","5,512",15.37,0,13.5,11.4,,D.J. Neiman,,
BBDC3 BZ,Banco Bradesco S.a.,0.19,,,12,57,5,23,47,38,9,,"64,331","8,285",94.91,0,20.6,9.7,,,,
BBDC4 BZ,Bco Bradesco Sa Prf Npv,0.65,,,12,57,5,23,47,38,9,,"64,331","31,534",94.91,0,20.6,9.7,,,,
BAP,Credicorp Ltd,0.28,Yes,O,12,19,37,34,20,40,3,,"16,137","7,498",48.09,0,22.6,12.4,,Joel Gomberg,,
FAB UH,First Abu Dhabi Bank Pjsc,0.08,Yes,O,13,32,7,76,24,45,18,,"31,153","19,894",7.99,0,11.3,9.5,,Joel Gomberg,,
BBL/F TB,Bangkok Bank Pcl-Foreign Reg,0.03,,,14,28,9,80,26,70,16,,"10,535","6,292",17.46,0,25.4,9.2,,,,
BBAS3 BZ,Banco Do Brasil S.a.,0.18,Yes,O,14,45,6,48,42,15,23,,"29,084","10,799",65.07,0,6.3,6.8,,Joel Gomberg,,
SULA11 BZ,Sul America Sa - Units,0.02,,N,14,30,10,78,16,59,32,,"2,215","2,233",5.26,0,19.6,9.2,,Daniel Hill,,
2885 TT,Yuanta Financial Holding Co,0.09,,,14,75,6,12,17,40,23,,"5,109","4,055",8.33,0,18.7,9.8,,,,
BSAN CI,Banco Santander Chile,0.10,Yes,O,15,36,28,41,6,71,8,,"13,631","4,474",13.57,0,30.5,15.1,,Joel Gomberg,,
DHBK QD,Doha Bank Qsc,0.03,,,15,39,1,94,74,69,69,Yes,"2,606","2,606",3.16,0,4.7,9.5,,,,
QNBK QD,Qatar National Bank,0.17,,N,15,11,15,70,63,69,14,,"33,995","16,342",10.94,0,-2.9,8.9,,Joel Gomberg,,
BMRI IJ,Bank Mandiri Persero Tbk Pt,0.19,,,16,17,35,57,19,9,28,,"23,171","9,265",16.20,0,19.5,12.4,,,,
2823 TT,China Life Insurance Co Ltd,0.08,,N,17,30,14,66,38,77,64,,"3,750","3,399",12.29,0,6.3,12.4,,Daniel Hill,,
5880 TT,Taiwan Cooperative Financial,0.08,,,17,61,10,,3,49,,,"6,304","3,974",6.64,0,24.2,,,,,
2834 TT,Taiwan Business Bank,0.02,,,17,45,11,,24,39,,,"1,656","1,161",2.30,0,11.5,,,,,
HLBK MK,Hong Leong Bank Berhad,0.05,,,17,25,51,36,9,61,10,,"7,435",989,5.40,0,24.0,13.5,,,,
2886 TT,Mega Financial Holding Co Lt,0.17,,,17,25,20,75,18,42,35,,"10,819","8,444",12.86,0,18.5,10.8,,,,
PSSA3 BZ,Porto Seguro Sa,0.03,,,18,29,17,69,33,51,29,,"3,593","1,041",5.03,0,22.6,11.0,,,,
HLFG MK,Hong Leong Financial Group,0.02,,,19,22,35,59,28,62,23,,"4,548",609,0.64,0,27.0,10.9,,,,
2880 TT,Hua Nan Financial Holdings C,0.08,,,19,29,20,77,12,89,20,,"6,016","3,991",7.99,0,16.9,12.5,,,,
COMI EY,Commercial International Ban,0.10,,,19,7,52,50,10,3,31,,"5,355","5,302",5.20,0,21.4,10.8,,,,
SLM SJ,Sanlam Ltd,0.15,Yes,O,20,9,38,58,33,43,42,,"11,489","9,138",25.44,0,18.0,13.7,,D.J. Neiman,,
BCI CI,Banco De Credito E Inversion,0.05,,NO,20,37,44,36,4,63,8,,"7,711","6,685",2.69,0,25.3,12.3,,Quant Intl,,
AFG MK,Alliance Financial Group Bhd,0.02,,,21,24,14,87,44,80,41,,"1,361",665,0.73,0,13.3,10.7,,,,
MCB PA,Mcb Bank Ltd,0.02,,,21,8,7,96,60,85,39,Yes,"2,201","1,212",3.08,0,-10.6,9.6,,,,
BDMN IJ,Bank Danamon Indonesia Tbk,0.03,,,21,37,25,57,17,22,37,,"4,005","1,303",1.16,0,50.3,11.6,,,,
PFAVAL CB,Grupo Aval Accione Prf Cop1,0.03,,,22,25,21,74,48,49,16,,"9,774","1,517",,,15.3,11.0,,,,
MARK QD,Masraf Al Rayan,0.08,,,22,22,37,64,29,93,16,,"8,261","7,069",5.98,0,16.5,14.1,,,,
2883 TT,China Development Financial,0.08,,,22,57,13,,11,2,63,,"4,597","3,985",9.62,0,34.3,14.1,,,,
YES IN,Yes Bank Ltd,0.18,,O,22,16,76,18,15,4,11,,"12,224","9,752",71.23,0,69.9,14.5,,D.J. Neiman,,
