SYMBOL,SECURITY,BMK WT,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
2890 TT,Sinopac Financial Holdings,0.06,,,23,39,11,71,46,52,60,,"3,348","2,956",5.93,0,10.9,10.6,,,,
MBT PM,Metropolitan Bank & Trust,0.02,,N,23,22,32,67,46,23,41,,"5,522","2,705",5.46,0,18.1,11.7,,D.J. Neiman,,
CIMB MK,Cimb Group Holdings Bhd,0.13,Yes,,23,50,20,59,5,40,27,,"14,273","6,166",27.63,0,57.6,12.1,,,,
EUROB GA,Eurobank Ergasias Sa,0.04,,,24,71,31,8,8,93,86,,"2,389","1,914",5.76,0,61.6,6.3,,,,
KBANK/F TB,Kasikornbank Pcl-Foreign,0.15,Yes,N,25,24,24,82,38,73,30,,"14,000","9,779",28.04,0,21.8,10.5,,Joel Gomberg,,
KBANK TB,Kasikornbank Pcl,0.07,Yes,N,25,24,24,82,38,73,30,,"14,000","9,779",28.04,0,21.8,10.5,,Joel Gomberg,,
LBH SJ,Liberty Holdings Ltd,0.02,,,25,36,1,100,49,27,50,Yes,"2,304",925,5.26,0,12.2,7.1,,,,
AMM MK,Ammb Holdings Bhd,0.04,,,26,56,15,50,22,68,43,,"3,309","1,386",3.64,0,20.1,9.4,,,,
2801 TT,Chang Hwa Commercial Bank,0.05,,,26,36,37,40,33,87,7,,"5,096","2,369",4.23,0,9.5,13.4,,,,
RMI SJ,Rand Merchant Investment Hol,0.04,,N,27,5,57,44,46,14,8,,"4,730","1,620",4.61,0,14.2,14.3,,D.J. Neiman,,
024110 KS,Industrial Bank Of Korea,0.07,,,27,78,5,35,25,27,47,,"7,482","2,763",19.39,0,30.1,6.8,,,,
CPI SJ,Capitec Bank Holdings Ltd,0.05,Yes,O,27,11,70,53,5,6,8,,"7,685","5,225",10.26,0,32.2,18.6,,D.J. Neiman,,
BPI PM,Bank Of The Philippine Islan,0.03,,N,27,18,59,46,32,42,17,,"8,057","3,953",2.80,0,19.9,15.7,,D.J. Neiman,,
071050 KS,Korea Investment Holdings Co,0.05,,N,27,74,37,6,6,19,84,,"3,367","2,196",10.68,0,76.7,8.7,,Daniel Hill,,
DSY SJ,Discovery Ltd,0.08,Yes,N,28,17,74,36,16,15,37,,"7,063","5,616",13.39,0,30.3,16.8,,D.J. Neiman,,
PBK MK,Public Bank Berhad,0.28,Yes,O,28,11,62,48,27,81,5,,"18,563","10,931",19.19,0,10.9,14.4,,Joel Gomberg,,
PEO PW,Bank Pekao Sa,0.11,,N,28,37,35,43,43,89,21,,"8,899","5,328",24.13,0,24.8,13.4,,Joel Gomberg,,
016360 KS,Samsung Securities Co Ltd,0.04,,,29,77,14,15,26,51,74,,"2,906","2,639",12.27,0,38.8,12.2,,,,
QIBK QD,Qatar Islamic Bank,0.03,,,30,32,22,69,70,90,55,,"6,263","5,739",2.28,0,-1.9,11.1,,,,
CML SJ,Coronation Fund Managers Ltd,0.02,Yes,N,30,4,43,60,69,71,33,,"1,854","1,180",3.89,0,7.5,14.4,,Daniel Hill,,
GFINBURO MM,Grupo Financiero Inbursa-O,0.08,,N,32,45,43,23,49,28,36,,"11,105","3,787",4.01,0,20.9,12.1,,Joel Gomberg,,
LICHF IN,Lic Housing Finance Ltd,0.06,,N,33,26,40,89,7,43,17,,"5,006","2,902",19.41,0,36.2,12.8,,Daniel Hill,,
1776 HK,Gf Securities Co Ltd-H,0.05,,,34,38,19,61,86,31,65,,"18,625","2,989",7.34,0,-1.3,9.5,,,,
PKO PW,Pko Bank Polski Sa,0.18,Yes,N,34,49,51,31,11,65,25,,"12,035","8,492",17.44,0,50.6,13.7,,Joel Gomberg,,
BZW PW,Bank Zachodni Wbk Sa,0.07,,N,35,29,66,38,28,60,16,,"9,860","2,998",4.46,0,36.7,14.3,,D.J. Neiman,,
ALR PW,Alior Bank Sa,0.03,,N,36,48,39,42,33,64,74,,"2,220","1,890",6.25,0,32.4,10.6,,Daniel Hill,,
032830 KS,Samsung Life Insurance Co Lt,0.15,,N,38,63,47,16,20,86,52,,"21,079","8,897",36.90,0,21.5,14.7,,Joel Gomberg,,
BBCA IJ,Bank Central Asia Tbk Pt,0.28,Yes,O,39,7,86,42,13,38,15,,"34,738","14,955",27.04,0,23.6,18.3,,Joel Gomberg,,
MIL PW,Bank Millennium Sa,0.02,,,40,41,64,37,15,71,35,,"2,429","1,212",1.67,0,71.2,12.2,,,,
2888 TT,Shin Kong Financial Holding,0.05,,,41,82,5,63,27,11,82,,"2,836","2,207",8.16,0,11.2,11.9,,,,
SHTF IN,Shriram Transport Finance,0.04,,N,42,35,41,65,56,31,56,,"3,391","2,063",15.49,0,20.9,10.4,,D.J. Neiman,,
MMI SJ,Mmi Holdings Ltd,0.03,,NO,43,74,10,46,66,58,21,,"2,602","2,200",5.24,0,-4.8,9.9,,Quant Intl,,
BDO PM,Bdo Unibank Inc,0.10,Yes,O,43,29,63,69,19,43,45,,"10,959","4,150",5.24,0,15.3,16.3,,D.J. Neiman,,
MOEX RM,Moscow Exchange Micex-Rts Pj,0.05,,N,44,36,13,94,78,89,45,Yes,"4,140","2,641",14.28,0,-4.9,11.6,,Daniel Hill,,
GENTERA MM,Gentera Sab De Cv,0.03,,O,44,3,25,97,81,63,36,Yes,"2,461","1,665",6.31,0,-3.7,10.6,,D.J. Neiman,,
2601 HK,China Pacific Insurance Gr-H,0.25,,N,45,47,54,43,30,22,37,,"45,897","12,996",61.25,0,29.0,16.7,,Joel Gomberg,,
AC PM,Ayala Corporation,0.09,,N,46,29,87,19,50,37,21,,"10,908","4,422",4.64,0,20.0,18.0,,Alaina Anderson,,
BBSE3 BZ,Bb Seguridade Participacoes,0.12,Yes,O,47,1,39,96,54,63,23,Yes,"17,660","5,954",37.77,0,4.1,13.4,,Joel Gomberg,,
RHBC MK,Rhb Bank Bhd Myr1.00,0.02,,,47,58,30,58,37,48,31,,"4,684","4,684",,,13.3,9.3,,,,
ALPHA GA,Alpha Bank Ae,0.07,,,47,79,4,87,20,22,91,,"3,995","3,261",25.52,0,23.7,7.2,,,,
VTBR RM,Vtb Bank Pjsc,0.11,,,48,69,21,32,77,16,84,,"13,048","5,093",9.95,0,-14.2,6.7,,,,
HRHO EY,Efg-Hermes Holding Sae,0.01,,,49,73,23,46,32,88,92,,695,554,5.71,0,3.2,17.4,,,,
6881 HK,China Galaxy Securities Co-H,0.06,,,49,55,14,77,80,48,57,Yes,"15,296","3,188",18.51,0,-0.7,9.4,,,,
REM SJ,Remgro Ltd,0.18,,,49,40,58,35,78,49,69,,"9,384","7,419",20.65,0,2.3,12.6,,,,
HDFC IN,Housing Development Finance,0.83,Yes,O,50,19,88,64,13,47,10,,"43,487","40,435",81.81,0,51.3,29.5,,Joel Gomberg,,
SBIN IN,State Bank Of India,0.15,,,51,48,30,92,13,7,76,,"36,867","11,986",72.14,0,27.6,12.0,,,,
QATI QD,Qatar Insurance Co,0.05,,,53,33,60,66,65,23,50,,"5,096","5,096",1.23,0,-2.7,12.9,,,,
PFGRUPSU CB,Gpo De Inversiones Prf Stk  Cop187.50,0.03,,,54,86,22,26,43,55,66,,"7,943","1,394",3.10,0,12.8,13.6,,,,
SECB PM,Security Bank Corp,0.01,,O,54,28,85,44,46,28,26,,"3,749","2,220",2.96,0,21.7,16.6,,D.J. Neiman,,
GRUPOSUR CB,Grupo De Inv Suramericana,0.07,,,54,86,22,26,43,55,66,,"7,943","3,352",3.10,0,12.8,13.6,,,,
BHW PW,Bank Handlowy W Warszawie Sa,0.01,,,55,39,51,74,61,97,53,,"2,516",629,0.99,0,13.3,14.6,,,,
966 HK,China Taiping Insurance Hold,0.10,,,55,73,70,13,12,8,48,,"11,090","4,476",24.56,0,42.8,13.0,,,,
AXSB IN,Axis Bank Ltd,0.26,,N,56,37,62,75,37,5,72,,"18,661","14,149",55.50,0,22.3,13.3,,Joel Gomberg,,
MPI PM,Metro Pacific Investments Co,0.04,,N,58,63,63,18,68,53,38,,"4,119","1,740",3.11,0,1.7,14.2,,Anil Daka,,
BAF IN,Bajaj Finance Ltd,0.09,Yes,O,58,13,100,9,9,24,50,,"14,429","5,159",23.82,0,114.2,28.5,,D.J. Neiman,,
PSG SJ,Psg Group Ltd,0.04,,O,59,24,95,46,22,30,22,,"4,573","1,573",3.26,0,25.7,20.4,,D.J. Neiman,,
165 HK,China Everbright Ltd,0.04,,NO,60,78,3,98,45,78,85,,"3,772","1,908",9.27,0,22.8,8.2,,Quant Intl,,
6837 HK,Haitong Securities Co Ltd-H,0.10,,N,63,63,26,75,86,10,71,,"23,200","4,960",19.48,0,-4.9,11.3,,Joel Gomberg,,
6030 HK,Citic Securities Co Ltd-H,0.09,,N,63,61,28,78,79,22,74,,"29,403","4,537",26.28,0,2.5,11.7,,Joel Gomberg,,
029780 KS,Samsung Card Co,0.02,,,64,80,12,73,74,68,24,,"3,883",881,4.80,0,11.6,11.6,,,,
006800 KS,Mirae Asset Daewoo Co Ltd,0.07,,,65,84,55,21,21,2,54,,"6,141","2,440",43.51,0,59.1,13.7,,,,
MBK PW,Mbank Sa,0.03,,,65,64,66,54,20,63,52,,"4,896","1,495",2.04,0,52.2,13.6,,,,
MMFS IN,Mahindra & Mahindra Fin Secs,0.04,,N,66,59,74,47,30,26,74,,"3,590","1,578",16.65,0,58.2,16.6,,D.J. Neiman,,
ICICIBC IN,Icici Bank Ltd,0.22,,N,70,49,91,57,10,30,57,,"29,402","25,903",79.22,0,36.0,15.1,,Joel Gomberg,,
CBQK QD,Commercial Bank Pqsc,0.03,,,72,78,16,89,74,21,75,Yes,"3,379","3,379",1.96,0,1.4,9.4,,,,
GTCAP PM,Gt Capital Holdings Inc,0.04,Yes,N,73,49,62,82,81,56,34,,"4,246","1,860",4.65,0,-3.5,12.6,,Greg Scolaro,,
BJFIN IN,Bajaj Finserv Ltd,0.06,,O,78,35,100,36,1,6,34,,"12,989","4,731",14.61,0,80.1,23.2,,D.J. Neiman,,
ETE GA,National Bank Of Greece,0.05,,,79,93,54,62,3,100,88,,"3,928","2,341",10.41,0,57.2,9.0,,,,
BVMF3 BZ,B3 Sa-Brasil Bolsa Balcao,0.30,Yes,O,81,74,88,47,36,86,70,,"14,733","14,651",46.99,0,30.0,21.8,,Daniel Hill,,
2628 HK,China Life Insurance Co-H,0.46,,N,82,74,82,75,18,18,53,,"110,402","22,675",130.08,0,22.7,18.3,,Joel Gomberg,,
ITAUCORP CI,Itau Corpbanca,0.03,,,84,87,53,87,31,62,86,,"4,800","1,297",4.85,0,14.4,13.5,,,,
IDFCBK IN,Idfc Bank Ltd,0.02,,,85,72,80,82,55,24,70,,"2,888","1,119",10.39,0,8.0,14.6,,,,
TPEIR GA,Piraeus Bank S.a,0.03,,,85,90,45,92,18,18,95,,"2,538","1,699",6.89,0,23.6,8.5,,,,
6886 HK,Huatai Securities Co Ltd-H,0.07,,,86,69,66,91,80,26,63,,"19,368","3,412",121.84,0,13.5,17.7,,,,
BAT SJ,Brait Se,0.03,,,88,73,57,96,89,,92,Yes,"2,350","1,303",8.38,0,-24.4,4.8,,,,
1336 HK,New China Life Insurance C-H,0.10,,,91,67,100,51,25,14,68,,"25,492","6,113",100.52,0,38.0,24.9,,,,
,,,,,66,48,73,56,70,36,41,,,,,,22.6,,,,,
241 HK,Alibaba Health Information T,0.03,,,,100,,,88,,,,"4,327","1,738",8.47,0,-5.1,,,,,
QUAL3 BZ,Qualicorp Sa,0.05,Yes,O,14,12,52,18,38,26,68,,"3,229","3,196",22.55,0,79.8,16.9,,Richard Reznick,,
1177 HK,Sino Biopharmaceutical,0.08,Yes,N,26,4,62,33,49,45,22,,"6,449","3,706",15.84,0,23.8,20.9,,Kwesi Smith,,
460 HK,Sihuan Pharmaceutical Hldgs,0.03,,,28,12,33,88,19,67,19,,"3,775","1,420",12.68,0,58.2,12.7,,,,
867 HK,China Medical System Holding,0.05,,N,35,20,65,38,74,31,15,,"4,671","2,320",6.47,0,8.9,16.2,,Kwesi Smith,,
ARBP IN,Aurobindo Pharma Ltd,0.06,,N,35,17,54,41,91,47,56,,"6,356",400,41.31,0,14.6,14.2,,Kwesi Smith,,
ODPV3 BZ,Odontoprev S.a.,0.03,Yes,N,37,3,90,6,80,44,59,,"2,502","1,247",3.47,0,7.1,29.0,,Richard Reznick,,
1099 HK,Sinopharm Group Co-H,0.10,Yes,N,38,38,18,70,87,41,15,,"11,985","5,165",20.90,0,3.6,13.6,,Tommy Sternberg,,
1093 HK,Cspc Pharmaceutical Group Lt,0.13,,O,39,7,83,43,19,18,33,,"9,406","6,528",16.21,0,45.6,21.7,,Kwesi Smith,,
LHC SJ,Life Healthcare Group Holdin,0.05,Yes,N,44,21,43,65,98,85,40,Yes,"2,816","2,255",8.64,0,-10.5,16.3,,Kwesi Smith,,
068270 KS,Celltrion Inc,0.17,,,50,43,89,3,79,12,55,,"12,655","7,844",69.34,0,8.8,29.2,,,,
NTC SJ,Netcare Ltd,0.04,Yes,N,52,26,32,84,98,35,64,Yes,"2,782","2,353",9.59,0,-16.1,13.0,,Kwesi Smith,,
000100 KS,Yuhan Corp,0.03,,O,55,70,42,23,67,76,50,,"2,279","1,259",9.26,0,31.6,15.7,,Richard Reznick,,
1066 HK,Shandong Weigao Gp Medical-H,0.03,Yes,N,56,64,45,40,51,51,21,,"3,575","1,504",2.66,0,23.9,14.8,,Kwesi Smith,,
RICHT HB,Richter Gedeon Nyrt,0.07,,O,60,51,54,74,36,62,33,,"4,782","3,556",7.39,0,23.0,16.9,,Kwesi Smith,,
086900 KS,Medy-Tox Inc,0.04,,N,61,22,99,16,47,45,46,,"2,667","1,794",16.69,0,83.2,29.2,,Richard Reznick,,
1530 HK,3sbio Inc,0.03,,O,64,44,67,69,56,39,31,,"3,283","1,377",7.95,0,26.6,18.6,,Richard Reznick,,
HART MK,Hartalega Holdings Bhd,0.02,,N,65,37,97,24,28,34,43,,"2,657",800,1.97,0,56.2,26.0,,Richard Reznick,,
BH TB,Bumrungrad Hospital Pcl,0.04,,N,65,12,95,40,83,52,19,,"4,427","2,525",6.60,0,4.8,36.8,,Kwesi Smith,,
HYPE3 BZ,Hypermarcas Sa,0.06,,N,66,49,63,64,70,42,66,,"5,791","3,366",19.03,0,15.5,18.1,,Kwesi Smith,,
KLBF IJ,Kalbe Farma Tbk Pt,0.06,Yes,N,67,12,88,75,80,50,11,,"6,236","2,699",3.64,0,16.4,29.0,,Kwesi Smith,,
2607 HK,Shanghai Pharmaceuticals-H,0.04,,,71,79,51,55,29,38,2,,"9,270","1,662",42.05,0,33.6,16.2,,,,
CDH IN,Cadila Healthcare Ltd,0.03,,N,72,46,99,11,48,33,35,,"7,479","1,676",11.87,0,63.0,18.8,,Kwesi Smith,,
LPC IN,Lupin Ltd,0.07,Yes,N,81,27,62,100,99,72,62,Yes,"6,652","3,223",39.71,0,-23.8,16.6,,Tommy Sternberg,,
SUNP IN,Sun Pharmaceutical Indus,0.14,Yes,N,82,24,74,99,98,79,70,Yes,"17,600","9,884",53.62,0,-7.5,20.8,,Tommy Sternberg,,
2196 HK,Shanghai Fosun Pharmaceuti-H,0.04,Yes,N,83,75,87,52,42,43,28,,"11,118","1,670",62.97,0,28.4,19.2,,Tommy Sternberg,,
CIPLA IN,Cipla Ltd,0.06,,N,83,41,92,78,88,15,44,,"7,017","4,042",12.36,0,5.6,20.9,,Tommy Sternberg,,
008930 KS,Hanmi Science Co Ltd,0.02,,,85,78,85,,70,,,,"4,740","1,367",21.97,0,59.3,,,,,
BDMS TB,Bangkok Dusit Med Service,0.05,Yes,N,90,46,96,84,98,62,36,,"9,225","4,490",16.77,0,-10.3,34.1,,Kwesi Smith,,
DRRD IN,Dr. Reddy's Laboratories,0.07,,N,91,44,86,99,98,34,75,Yes,"5,128","2,673",21.23,0,-14.2,15.7,,Tommy Sternberg,,
128940 KS,Hanmi Pharm Co Ltd,0.04,,,91,77,96,47,74,16,94,,"3,653","1,583",36.12,0,41.4,60.6,,,,
APN SJ,Aspen Pharmacare Holdings Lt,0.16,Yes,N,92,68,72,97,96,11,51,Yes,"9,501","6,822",26.73,0,2.3,15.8,,Tommy Sternberg,,
4174 TT,Obi Pharma Inc,0.01,,,95,85,96,37,99,,,,"1,042",734,8.61,0,-18.6,-20.6,,,,
GNP IN,Glenmark Pharmaceuticals Ltd,0.03,,N,96,79,84,95,98,57,72,Yes,"2,644","1,313",11.57,0,-14.6,12.8,,Kwesi Smith,,
IHH MK,Ihh Healthcare Bhd,0.06,Yes,N,98,76,99,84,94,29,42,,"11,605","2,162",8.10,0,-1.3,40.3,,Tommy Sternberg,,
4147 TT,Taimed Biologics Inc,0.02,,N,98,80,99,83,78,,,,"1,749","1,129",9.14,0,40.0,39.6,,Richard Reznick,,
207940 KS,Samsung Biologics Co Ltd,0.08,Yes,O,99,99,92,76,50,,86,,"16,689","3,595",80.60,0,92.5,266.0,,Tommy Sternberg,,
PIEL IN,Piramal Enterprises Ltd,0.06,,,99,99,95,73,36,9,86,,"6,940","2,853",10.37,0,92.1,17.2,,,,
APHS IN,Apollo Hospitals Enterprise,0.03,,N,100,87,100,100,82,21,54,Yes,"2,383","1,823",6.92,0,14.2,34.6,,Kwesi Smith,,
,,,,,57,59,52,49,47,45,51,,,,,,23.5,,,,,
BEM TB,Bangkok Expressway & Metro P,0.03,,,,,,,,,,,"3,494","1,643",,,,,,,,
TAVHL TI,Tav Havalimanlari Holding As,0.02,,N,2,14,15,28,3,25,68,,"2,154",987,7.73,0,58.9,7.9,,Taylor Cope,,
047040 KS,Daewoo Engineering & Constr,0.02,,,3,47,17,1,30,89,97,,"2,625","2,443",13.33,0,69.9,6.3,,,,
000720 KS,Hyundai Engineering & Const,0.06,,,4,45,2,29,34,79,37,,"4,090","2,205",16.66,0,16.1,7.5,,,,
576 HK,Zhejiang Expressway Co-H,0.04,,N,4,37,6,18,35,62,37,,"5,560","1,836",5.57,0,35.7,10.7,,Anil Daka,,
1882 HK,Haitian International Hldgs,0.04,,O,5,14,56,2,28,46,40,,"4,456","1,767",4.94,0,47.7,13.6,,Taylor Cope,,
2386 HK,Sinopec Engineering Group-H,0.02,,N,9,23,4,72,65,45,58,,"4,164","1,140",3.83,0,9.8,10.8,,Alaina Anderson,,
694 HK,Beijing Capital Intl Airpo-H,0.05,,O,10,26,40,15,23,27,67,,"6,629","2,190",7.21,0,57.4,14.4,,Anil Daka,,
000880 KS,Hanwha Corporation,0.04,,,14,48,14,28,24,39,81,,"3,424","1,540",12.46,0,46.9,6.0,,,,
753 HK,Air China Ltd-H,0.03,,N,17,41,22,30,29,38,77,,"17,614","1,492",10.41,0,43.7,9.0,,Andrew Siepker,,
1055 HK,China Southern Airlines Co-H,0.03,,,18,43,33,13,29,37,87,,"11,100","1,521",,,53.4,8.6,,,,
177 HK,Jiangsu Express Co Ltd-H,0.04,,N,18,16,39,40,47,69,10,,"7,233","1,764",3.97,0,18.3,12.7,,Anil Daka,,
034730 KS,Sk Holdings Co Ltd,0.15,,,18,33,23,51,26,18,74,,"16,631","6,074",38.26,0,25.2,9.5,,,,
AIRA MK,Airasia Bhd,0.02,,,19,49,15,36,30,72,57,,"2,553","1,553",8.19,0,55.6,8.9,,,,
CCRO3 BZ,Ccr Sa,0.13,Yes,O,19,17,39,48,46,71,38,,"11,004","6,106",25.87,0,11.6,17.0,,Andrew Siepker,,
SISE TI,Turk Sise Ve Cam Fabrikalari,0.02,,O,22,71,21,11,10,31,59,,"2,805",969,5.45,0,32.2,10.9,,Taylor Cope,,
GAPB MM,Grupo Aeroport Del Pacific-B,0.08,,O,23,10,70,23,29,26,30,,"6,219","3,851",8.24,0,40.7,22.3,,Anil Daka,,
KCHOL TI,Koc Holding As,0.08,Yes,O,27,66,12,38,25,36,69,,"12,878","4,853",33.71,0,21.2,9.8,,Andrew Siepker,,
DMC PM,Dmci Holdings Inc,0.02,,,28,24,48,55,35,35,37,,"4,077","1,161",3.09,0,23.6,12.1,,,,
012630 KS,Hyundai Development Co-Engin,0.04,,NO,29,38,15,69,69,51,49,,"2,550","1,807",13.55,0,4.3,6.9,,Alaina Anderson,,
2338 HK,Weichai Power Co Ltd-H,0.04,,O,31,66,26,9,57,25,73,,"8,201","1,931",14.30,0,24.4,13.9,,Anil Daka,,
390 HK,China Railway Group Ltd-H,0.06,,,32,47,8,75,78,47,29,Yes,"27,058","2,911",13.66,0,-1.2,7.5,,,,
ASURB MM,Grupo Aeroport Del Sureste-B,0.09,,O,34,22,83,43,5,29,18,,"6,151","4,149",7.31,0,51.2,22.1,,Anil Daka,,
2049 TT,Hiwin Technologies Corp,0.04,,O,36,28,94,4,29,7,67,,"2,363","1,727",24.60,0,51.4,25.0,,Taylor Cope,,
MISC MK,Misc Bhd,0.05,,,37,47,24,59,55,63,57,,"7,487","1,426",2.92,0,8.7,14.8,,,,
2727 HK,Shanghai Electric Grp Co L-H,0.03,,,39,42,7,94,79,50,62,Yes,"13,656","1,232",8.51,0,3.6,17.5,,,,
003550 KS,Lg Corp,0.14,,,40,71,17,39,37,42,43,,"12,403","6,197",22.57,0,36.3,9.0,,,,
MAHB MK,Malaysia Airports Hldgs Bhd,0.03,,O,40,55,56,31,8,21,78,,"3,287","1,430",7.81,0,52.1,39.1,,Anil Daka,,
2610 TT,China Airlines Ltd,0.02,,,42,66,22,34,60,66,98,,"2,122","1,060",4.84,0,4.2,14.0,,,,
012750 KS,S-1 Corporation,0.03,Yes,N,42,9,63,62,67,57,22,,"3,013","1,314",5.06,0,21.1,18.0,,Anil Daka,,
363 HK,Shanghai Industrial Hldg Ltd,0.03,,,42,75,6,59,68,72,51,,"3,014","1,239",3.03,0,7.9,7.3,,,,
003490 KS,Korean Air Lines Co Ltd,0.03,,,43,63,21,63,24,74,83,,"2,744","1,407",19.66,0,49.4,7.5,,,,
1766 HK,Crrc Corp Ltd - H,0.07,,N,43,39,20,79,82,49,38,Yes,"40,094","3,837",13.86,0,1.9,11.7,,Andrew Siepker,,
086280 KS,Hyundai Glovis Co Ltd,0.05,,,44,39,18,87,76,54,13,,"5,407","2,082",15.06,0,12.9,9.8,,,,
PINFRA* MM,Promotora Y Operadora De Inf,0.05,Yes,O,45,12,59,81,48,61,38,,"4,700","2,856",7.57,0,36.0,16.6,,Anil Daka,,
AOT TB,Airports Of Thailand Pcl,0.13,Yes,O,45,9,94,27,16,32,16,,"22,127","5,104",48.14,0,40.5,30.1,,Andrew Siepker,,
WPRTS MK,Westports Holdings Bhd,0.02,,N,46,5,54,74,84,79,17,,"2,899",459,1.44,0,-9.1,21.8,,Greg Scolaro,,
051600 KS,Kepco Plant Service & Engine,0.02,,N,47,10,52,72,93,26,37,Yes,"1,794","1,571",8.57,0,-10.5,13.0,,Taylor Cope,,
DPW DU,Dp World Ltd,0.07,Yes,O,47,53,74,17,17,64,28,,"17,878","3,495",6.11,0,34.5,14.4,,Andrew Siepker,,
2618 TT,Eva Airways Corp,0.02,,,48,54,20,79,54,47,96,,"2,107",965,4.30,0,7.9,18.8,,,,
241560 KS,Doosan Bobcat Inc,0.02,,,50,44,30,78,62,19,29,,"3,267",982,10.40,0,3.7,13.6,,,,
JSMR IJ,Jasa Marga (Persero) Tbk Pt,0.02,,N,50,72,53,13,30,45,44,,"2,965",889,2.94,0,35.6,17.9,,Greg Scolaro,,
392 HK,Beijing Enterprises Hldgs,0.05,,,51,70,19,42,78,53,38,,"6,539","2,486",12.06,0,12.0,7.5,,,,
1504 TT,Teco Electric & Machinery,0.04,,,51,53,22,82,51,66,15,,"1,854","1,670",2.82,0,11.7,13.2,,,,
CCRI IN,Container Corp Of India Ltd,0.02,,N,52,37,97,5,22,32,38,,"4,851","1,813",6.73,0,37.0,27.5,,Anil Daka,,
ASELS TI,Aselsan Elektronik Sanayi,0.03,,O,57,33,98,21,5,18,82,,"7,492","1,155",45.80,0,91.0,20.3,,Taylor Cope,,
267 HK,Citic Ltd,0.18,,,60,89,7,52,76,57,,,"43,709","5,384",16.64,0,7.7,7.2,,,,
2633 TT,Taiwan High Speed Rail Corp,0.03,,,60,67,67,,4,33,,,"4,849","1,491",9.50,0,50.4,,,,,
586 HK,China Conch Venture Holdings,0.06,,,61,69,58,16,78,14,34,,"3,242","2,224",4.90,0,6.6,7.3,,,,
BVT SJ,Bidvest Group Ltd,0.09,Yes,O,62,57,54,50,69,65,8,,"4,392","4,003",11.79,0,-0.6,13.6,,Andrew Siepker,,
1402 TT,Far Eastern New Century Corp,0.05,,,63,73,34,52,66,52,52,,"4,285","2,413",2.95,0,12.9,15.3,,,,
2603 TT,Evergreen Marine Corp Ltd,0.02,,,63,92,50,8,19,39,100,,"2,441","1,424",12.54,0,56.8,12.6,,,,
ICT PM,Intl Container Term Svcs Inc,0.02,Yes,O,63,54,61,82,9,40,30,,"4,186","2,124",4.70,0,51.5,20.4,,Anil Daka,,
GCARSOA1 MM,Grupo Carso Sab De Cv-Ser A1,0.04,,,64,47,70,,75,50,,,"9,516","2,012",2.70,0,5.0,,,,,
